,Date,Ammonia,PM10,PM25,Wind_speed,Temperature,Rainfall,Quadrante
287,2014-12-01,7.9,17.0,12.0,1.4315671898247433,12.536805555555556,16.6,1
288,2014-12-02,6.4,27.0,16.0,1.0463503974530797,10.449305555555556,4.800000000000002,1
289,2014-12-03,6.5,24.0,13.0,0.5901009875355316,9.640277777777778,3.6000000000000005,2
290,2014-12-04,5.7,23.0,16.0,0.7522007261312338,8.730555555555556,4.200000000000001,1
291,2014-12-05,4.800000000000001,19.0,17.0,0.2023847340963541,9.142361111111112,12.999999999999996,1
292,2014-12-06,5.5,31.0,23.0,0.4251400773643911,9.773611111111112,0.2,1
293,2014-12-07,6.1000000000000005,17.0,13.0,0.568885763223585,9.00763888888889,4.000000000000001,1
294,2014-12-08,5.5,33.0,26.0,0.4514659492601949,6.263888888888889,0.0,4
295,2014-12-09,5.9,34.0,20.0,0.8629888546697084,7.342361111111112,10.800000000000002,1
296,2014-12-10,4.9,44.0,33.0,0.7276429075437167,4.765277777777778,0.0,4
297,2014-12-11,12.4,77.0,54.0,0.372501829803441,3.584722222222223,0.0,4
298,2014-12-12,12.6,79.0,62.0,0.0753264180214139,3.626388888888889,0.0,4
299,2014-12-13,15.3,68.0,58.0,0.3257525211584621,5.527777777777779,0.0,4
300,2014-12-14,10.4,73.0,61.0,0.674563112880445,6.794444444444445,1.6,3
301,2014-12-15,8.9,76.0,68.0,0.3240064160676605,7.457638888888889,0.8,4
302,2014-12-16,7.2,38.0,32.0,0.4157261569552081,8.040972222222223,17.99999999999999,4
303,2014-12-17,6.0,45.0,,0.8173946847744449,6.951388888888889,0.0,4
304,2014-12-18,7.300000000000001,51.0,39.0,0.2193558324508898,5.533333333333334,0.0,4
305,2014-12-19,7.5,,41.0,0.0730122342590095,5.080555555555556,0.0,3
306,2014-12-20,6.800000000000001,47.0,32.0,0.4409511863180001,5.665972222222223,0.0,4
307,2014-12-21,6.1000000000000005,38.0,35.0,0.3806980557412645,4.785416666666667,0.0,3
308,2014-12-22,5.2,50.0,38.0,0.4743564477200921,3.1534722222222222,0.0,4
